1,91, MDH,OVN,SCH,120,76,81,61,36,24
1,53, MQY,KAF,QXR,117,52,29,31,98,43
1,1, VTU,KYT,JFQ,63,53,14,14,114,74
1,44, YJZ,XHX,CHQ,91,64,66,1,59,89
1,66, CNP,NUS,OVR,18,9,48,44,86,85
1,18, YJL,GCK,BWK,63,27,45,69,109,115
1,109, SLV,MRZ,AIW,56,45,18,117,98,84
1,45, TAU,RKR,PSU,108,80,83,83,76,80
1,22, BEL,LCJ,KRD,24,108,72,101,115,23
1,23, DTJ,IQP,XMQ,114,39,80,20,18,71
1,39, WCI,TMZ,ENN,77,97,113,83,74,115
1,115, UNF,QAP,FFK,111,81,7,73,52,7
1,111, LHZ,PUP,PJC,112,23,107,24,109,118
1,43, MVX,VXR,GNZ,103,30,118,111,115,24
1,101, BTY,LHV,CBC,66,13,105,16,103,37
1,118, ZET,RBT,SRG,114,38,114,119,66,101
1,74, IZW,OFF,OPT,67,91,99,100,97,85
1,83, WWW,YNZ,WKE,88,85,8,74,34,107
1,10, KBQ,XCW,SDX,32,80,104,72,109,36
1,85, UVJ,IDI,CZP,101,3,50,115,50,10
1,73, PSO,ARB,SQZ,76,52,8,72,5,108
1,80, GDL,FZN,FDU,73,8,81,83,48,76
1,52, SGD,XPH,FDN,11,8,67,115,25,42
1,8, EXZ,HZC,XDW,90,100,64,79,114,101
2,2, IKD,QUK,XMX,115,23,65,29,76,89
2,37, UEO,SBV,FZL,100,14,17,9,52,46
2,64, UYB,WJH,SKY,24,47,33,99,100,22
2,15, XMY,LHX,NSY,53,25,112,50,116,52
2,33, UTL,PAL,ZNR,119,26,62,115,62,47
2,47, DPO,BGH,OYQ,99,49,5,10,82,12
2,31, FUC,MUB,SLA,74,29,103,15,81,10
2,103, RLP,TSX,RLS,102,51,47,116,35,1
2,12, KOT,ROY,YNM,46,46,71,58,11,115
2,35, FMV,IHV,GMB,119,30,103,28,12,1
2,30, DQT,IGY,HYP,29,82,79,83,43,90
2,90, PUZ,UBQ,FUW,50,12,100,54,69,17
2,113, NXY,KAQ,OQG,52,11,17,33,114,29
2,29, NBW,URN,GVX,44,113,119,55,26,112
2,93, ZKT,FGE,ANQ,99,97,92,86,36,35
2,28, NZE,PXZ,WQP,87,113,108,87,29,93
2,54, SGJ,TYU,ENA,18,119,18,109,28,104
2,11, MGJ,JEE,CYW,39,82,9,54,111,22
2,70, QKR,ZDH,WWM,119,36,26,72,47,47
2,82, YIW,YRR,NNT,117,17,11,87,27,99
2,14, RYO,SGU,TVN,7,39,42,113,71,2
2,116, SBB,XLG,MPJ,106,89,17,76,14,15
2,50, EFK,APD,OIE,103,35,66,17,19,118
2,17, WGZ,UKV,SXM,50,47,91,103,111,38
3,61, OAZ,QPZ,ZOM,97,57,43,70,52,65
3,100, SXU,HZA,HPD,82,65,46,16,20,89
3,112, NTO,FVH,WBP,20,36,63,102,52,57
3,46, RIQ,RPM,VRC,86,7,5,112,15,15
3,89, DTY,ANT,QEV,75,57,78,67,42,118
3,57, PYA,KRA,CWQ,30,110,103,58,44,82
3,42, VMC,PGM,LIT,104,34,81,2,98,77
3,4, BOR,SKD,KYQ,45,101,57,3,58,106
3,49, EUW,LIR,OQV,20,116,4,77,42,92
3,77, OCF,LNL,LCB,15,36,63,50,90,49
3,40, CTU,OXJ,EZI,93,14,77,99,76,96
3,99, MNW,KLR,WRW,48,49,18,92,11,40
3,3, YIH,IJD,QJB,21,63,40,112,41,34
3,48, ZVE,VZJ,YOD,108,49,94,119,93,3
3,78, GDV,VJC,HIP,88,100,46,19,101,62
3,63, SJT,VFB,LKM,20,67,69,89,67,23
3,94, BJV,BHP,CEC,40,12,20,114,57,86
3,36, SHG,WKR,ATU,96,110,94,73,113,78
3,96, OVF,POK,DOD,106,16,110,114,119,48
3,114, BSS,LOZ,SKQ,106,55,63,59,66,19
3,32, HFJ,YJJ,MAF,99,54,9,23,100,119
3,86, DWG,MBZ,DOO,87,32,5,49,112,64
3,13, VIY,RZJ,KQE,15,57,56,22,8,48
3,19, XVL,XUH,UJP,50,54,57,55,32,65
4,16, GXQ,ZJV,RNT,7,79,17,12,27,37
4,20, UAO,MAR,PRF,24,79,6,112,6,38
4,5, YAI,OXE,XWW,84,20,98,89,31,55
4,24, PDR,JOU,SKY,3,31,55,82,47,88
4,88, XZC,DNV,BQD,107,56,43,5,100,118
4,81, IGR,CDL,DPT,51,53,117,24,49,102
4,102, POM,MGS,ZDY,88,79,97,66,7,42
4,51, HFF,DHR,DXR,92,104,89,38,18,79
4,27, GTN,ERR,RZY,45,99,84,25,53,54
4,72, DBV,YNU,QVT,74,102,108,27,43,49
4,84, NLA,VHD,RGH,79,50,116,43,23,113
4,79, DYZ,EPL,VPV,51,50,108,63,42,27
4,87, UNS,LFY,KNX,115,59,84,67,97,116
4,59, NYM,WEN,FWE,72,120,29,108,73,77
4,108, LOU,UEV,RTU,11,112,116,77,7,81
